locId,locName,countryCode,subnational1Code,subnational2Code,lat,lng,latestObsDt,numSpeciesAllTime,numSpecies,numChecklists,bbwduc,fuwduc,bahgoo,snogoo,gragoo,gragoo1,swagoo1,swagoo2,x00776,gwfgoo,lwfgoo,taibeg1,tunbeg1,y00468,pifgoo,domgoo1,anser1,brant,bargoo,x00649,cacgoo1,x00416,cangoo,x00758,gragoo4,x00417,rebgoo1,goose1,mutswa,blkswa,tunswa,whoswa,swan1,egygoo,rudshe,comshe,x00876,musduc,musduc2,rintea1,wooduc,manduc,bratea1,baitea,gargan,buwtea,cintea,norsho,x00629,gadwal,eurwig,x00723,amewig,chiwig1,mallar3,mallar2,mdxmal1,x00205,x00420,mallar,ambduc,x00004,whcpin,norpin,x00628,yebpin1,gnwtea,y00766,anas1,dabduc1,martea1,recpoc,x00648,compoc,rinduc,ferduc,x00764,tufduc,x00683,x00652,x00839,gresca,x00654,lessca,aythya1,kineid,comeid,sursco,whwsco3,whwsco1,blksco1,scoter,lotduc,buffle,comgol,smew,hoomer,commer,rebmer,rudduc,whhduc1,x00705,duck1,waterf1,helgui,helgui1,indpea1,comqua1,relpar1,barpar2,redjun1,rinphe,grypar,wescap1,rocpta1,wiltur1,chifla1,grefla2,grefla3,grefla,lesfla1,litgre1,pibgre,horgre,rengre,grcgre1,eargre,y00229,podice1,grebe1,rocpig,stodov1,cowpig1,bolpig1,laupig1,columb1,eutdov,eucdov,afcdov1,afrcod1,laudov1,strept1,moudov,dove1,pitsan1,blbsan1,sandgr1,grebus1,houbus1,litbus1,viotur1,grscuc1,comcuc,rennig1,eurnig1,y00677,caprim1,nightj1,chiswi,alpswi1,comswi,plaswi1,palswi3,y00732,litswi1,whrswi1,apus1,swift1,watrai1,corcra,afrcra1,giwrai1,spocra1,commoo3,eurcoo,rekcoo1,y00680,x00911,y00475,coot1,allgal1,purgal2,purswa1,y00614,strcra1,litcra1,baicra1,y00950,y01026,zaporn1,porzan1,demcra1,sancra,comcra,eutkne1,egyplo1,bkwsti,pieavo1,euroys1,bkbplo,eugplo,amgplo,pagplo,y00494,norlap,soclap1,grsplo,y00648,kenplo1,corplo,semplo,lirplo,killde,eurdot,smaplo1,plover2,afrjac1,uplsan,whimbr,eurcur,y00774,curlew1,batgod,bktgod,godwit1,rudtur,grekno,redkno,ruff,brbsan,shtsan,cursan,temsti,sander,dunlin,y01074,pursan,baisan,litsti,whrsan,bubsan,pecsan,semsan,calidr,calidr1,shbdow,lobdow,jacsni,eurwoo,gresni1,comsni,wilsni1,snipe2,tersan,wilpha,renpha,redpha1,y00635,phalar,comsan,sposan,grnsan,solsan,spored,greyel,comgre,lesyel,marsan,woosan,comred1,tringa1,larsho1,smabut2,crccou1,colpra,shoreb1,gresku1,sopsku1,skua,pomjae,parjae,y00479,lotjae,y00480,y00481,jaeger,y00615,doveki,commur,razorb,laralc1,blkgui,atlpuf,alcid,bklkit,sabgul,slbgul1,bongul,bkhgul,litgul,rosgul,laugul,fragul,y00685,medgul1,x00695,y00779,gbhgul2,audgul1,mewgul,ribgul,hergul,yelgul1,y00848,casgul2,x00915,y00724,y00478,lbbgul,y00849,glagul,nelgul,gbbgul,x00632,larus1,larus,sooter1,briter1,litter1,y00661,gubter1,caster1,blkter,whwter,whiter2,chlido1,roster,comter,arcter,y00317,forter,sterna,royter1,santer1,eleter1,x00438,y00316,lecter2,thalas1,larter1,tern1,y00728,rebtro,retloo,arcloo,pacloo,y00219,comloo,loon,bkbalb,wispet,wfspet,bbspet1,bripet,lcspet,leastp1,swspet,barpet,oceano1,storm-2,stopet,norful,feapet1,y00609,pterod,bulpet,procel1,corshe,greshe,sooshe,manshe,levshe1,balshe1,medshe1,litshe1,litshe2,bawshe1,shearw,procel2,blasto1,whisto1,ciconi1,marsto1,yebsto1,stork1,magfri,brnboo,refboo,norgan,sulid,pygcor2,grecor,eursha1,y00769,cormor1,grwpel1,pibpel1,dalpel1,pelica1,grebit1,litbit1,dwabit1,graher1,purher1,y01021,greegr,ardea1,litegr,werher,x00656,y00835,triher,categr,whiegr1,squher1,bcnher,heron1,gloibi,plegad,sacibi2,waldra1,hadibi1,eurspo1,afrspo1,osprey,bkskit1,lammer1,egyvul1,euhbuz1,cinvul1,whbvul1,ruegri1,eurgri1,gyps1,olwvul1,batele1,shteag1,leseag1,grseag1,x00843,y00718,booeag1,steeag1,spaeag1,impeag1,goleag,boneag2,aquila1,y01070,wemhar1,norhar1,norhar,palhar1,monhar1,y00840,y00720,harrie1,eurspa1,norgos,accipi,redkit1,blakit1,y00611,whteag,hrshaw,bcbeag1,rolhaw,combuz1,lolbuz1,x00766,y01024,buteo,y00221,hawk,eagle1,brnowl,eursco1,otus1,eueowl1,litowl1,tawowl1,loeowl,sheowl,y00673,asio1,borowl,owl1,hoopoe,comkin1,belkin1,bcbeat1,eubeat1,bee-ea1,eurrol1,abyrol2,roller1,eurwry,miswoo1,whbwoo1,grswoo,dendro1,leswoo1,levwoo1,eugwoo2,grnwoo3,grnwoo1,picus1,blawoo1,woodpe1,leskes1,eurkes,y00613,y00933,reffal1,elefal1,merlin,eurhob,lanfal1,sakfal1,gyrfal,perfal,larfal,smafal,falcon,diurap1,cockat,cockat1,alepar2,rorpar,plhpar1,derpar1,rebpar4,psitta1,budger,budger1,peflov,fislov1,yeclov,lovebi1,grepar,senpar,monpar,schpar1,blhpar1,ywcpar,bufpar,orwpar,amazon,burpar,bkhpar,bucpar,mitpar,rempar,y00794,aratin,parake,parrot,reevir1,eugori2,bkctch1,rebshr1,isashr1,brnshr,ibgshr1,norshr1,y01040,legshr2,masshr1,wooshr1,shrike,eurjay1,jay1,azwmag3,eurmag3,eurmag1,eurnut1,rebcho1,yebcho1,y00895,eurjac,houcro1,rook1,carcro1,hoocro1,x00636,crow,piecro1,brnrav1,comrav,raven,y00639,coatit2,cretit2,martit2,chicka1,blutit,afbtit2,gretit1,parid1,euptit1,grhlar1,batlar1,horlar,gstlar1,callar1,duplar1,lstlar3,y00675,y00979,woolar1,skylar,thelar1,crelar2,y00980,crelar1,y00655,lark1,bearee1,zitcis1,y00643,eaowar1,weowar1,y00623,iduna1,melwar1,ictwar1,y00644,hippol1,aquwar1,mouwar1,sedwar1,padwar1,blrwar1,marwar3,eurwar1,y00624,afrwar1,y01047,grrwar1,y00667,acroce1,y00908,eurwar2,savwar1,cogwar1,locust2,banswa,eurcrm1,barswa,rerswa1,x00658,cohmar1,x00659,house-1,swallo,revbul,rewbul,combul2,woowar,webwar1,yebwar3,humwar1,palwar5,radwar1,duswar,wlwwar,caichi1,comchi1,y00812,ibechi2,y01045,y00813,grewar3,phyllo1,cetwar1,lottit1,blackc1,garwar1,afdwar1,asdwar1,barwar1,leswhi4,weowar2,triwar1,subwar1,subwar8,y00909,sarwar1,grewhi1,spewar2,marwar1,darwar1,balwar1,sylvia1,olwwar1,reblei,goldcr1,firecr1,y00622,kingle,wallcr1,eurnut2,eurtre1,shttre1,y00640,certhi1,winwre4,whtdip1,eursta,sposta1,y00626,rossta2,commyn,cremyn,ltgsta1,ashsta2,gbesta1,glossy1,tromoc,normoc,misthr1,sonthr1,redwin,eurbla,amerob,eyethr,fieldf,rinouz1,datthr1,dusthr1,turdus1,thrush1,spofly1,muscic1,rutscr1,eurrob1,comnig1,blueth,refblu,rebfly,eupfly1,y00819,colfly1,x00817,ficedu1,moured1,comred2,blared1,x00745,y01071,redsta1,rtrthr1,burthr,rock-t1,whinch1,caisto1,stonec4,sibsto1,norwhe,isawhe1,deswhe1,blewhe1,y00915,blawhe1,wheate1,bohwax,vilwea1,blhwea1,rebque1,redbis,yecbis,euplec1,bltwax1,orcwax,bkrwax,comwax,waxbil1,redava,zebfin2,x00906,afrsil1,nutman,pitwhy,alpacc1,dunnoc1,houspa,itaspa1,x00873,spaspa1,x00645,y00829,eutspa,x00754,y00764,sugspa1,passer2,rocpet1,whwsno1,grywag,eaywag1,eaywag,citwag,whiwag,wagtai1,ricpip1,y00918,blypip1,tawpip1,berpip1,meapip1,trepip,y00672,olbpip,retpip,watpip1,y00671,rocpip1,y00759,amepip,y00760,pipit1,comcha,blucha2,blucha3,brambl,hawfin,comros,eurbul,trufin2,houfin,desfin2,eurgre1,twite1,eurlin1,comred,lesred1,y00763,redcro,y01058,eurgol,citfin1,eurser1,y01059,comcan,islcan1,eursis,finch1,laplon,snobun,blhbun1,corbun1,rocbun1,meabun1,cirbun1,yellow2,pinbun,ortbun1,houbun3,reebun,yebbun,litbun,rusbun,emberi1,boboli,grtgra,passer1,bird1
L10002989,Boya--Pista,ES,ES-CL,ES-CL-ZM,41.9154868,-6.3889429,2020-08-08 22:00,93,93,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,
L10014044,Arroyo de Viñuelas - San Sebastián de los Reyes,ES,ES-MD,,40.5812329,-3.6017739,2020-07-31 20:25,92,92,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,1.0,,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,2.0,,,,,,,,0.0,,,,,,0.0,,,0.0,1.0,,,1.0,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,1.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,,1.0,,,0.0,0.0,,,,2.0,,,,,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,2.0,,,,,0.0,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,
L10036191,Herce-Arnedillo--Cortados del Río Cidacos,ES,ES-RI,,42.2122038,-2.1807765,2020-07-18 07:00,92,92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,
L10057741,Revillarruz-Humienta--Área general,ES,ES-CL,ES-CL-BU,42.2290035,-3.6668771,2020-07-25 16:32,136,136,49,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,,,,1.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,1.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,,,1.0,,,,,,0.0,,,0.0,,,,1.0,,1.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,1.0,,,1.0,0.0,,,,1.0,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,
L10069287,Valle del Arlanza--Santa Inés-Báscones,ES,ES-CL,ES-CL-BU,42.0317941,-3.7025481,2020-07-26 12:25,82,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,
L10088257,Laguna de Pitillas RN--Observatorio,ES,ES-NC,,42.4081457,-1.5933233,2020-07-20 11:25,105,105,22,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,
L10212534,Sierra de Fuentes--CRFS Los Hornos,ES,ES-EX,ES-EX-CC,39.4384762,-6.2952306,2020-08-11 07:40,110,110,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,3.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,2.0,,,2.0,,,,1.0,,,,,1.0,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,0.0,,2.0,,,,,,,1.0,1.0,,,0.0,,,,,0.0,,,2.0,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,4.0,,,,,,,0.0,,,,,,,,,1.0,,,,,,,3.0,,3.0,,,,,,,,,,,,3.0,0.0,3.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.0,0.0,4.0,,2.0,,,,,,,,0.0,0.0,,,,,0.0,,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,,0.0,,,,,3.0,,,,1.0,,,,,,1.0,,,,4.0,,4.0,,,1.0,,0.0,4.0,,,,,,,,,,,0.0,0.0,0.0,4.0,,,,,,,,,1.0,,,2.0,0.0,,,,3.0,,,,,,1.0,0.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,4.0,,,0.0,,,,,,,,1.0,,1.0,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,3.0,,,,3.0,,0.0,,,,2.0,,2.0,,,,,,4.0,,2.0,,,,0.0,,,,,2.0,1.0,,3.0,,,,,,,,,,,,,
